t (ms);signal
2.081000000000000227e+02;3.533000000000000000e+03
2.082000000000000171e+02;1.168300000000000000e+04
2.083000000000000114e+02;-2.882900000000000000e+04
2.084000000000000057e+02;4.251000000000000000e+03
2.085000000000000000e+02;2.301700000000000000e+04
2.086000000000000227e+02;-1.701300000000000000e+04
2.087000000000000171e+02;7.815000000000000000e+03
2.088000000000000114e+02;2.258200000000000000e+04
2.089000000000000057e+02;-2.483100000000000000e+04
2.090000000000000000e+02;-6.012000000000000000e+03
2.091000000000000227e+02;1.674500000000000000e+04
2.092000000000000171e+02;-2.243600000000000000e+04
2.093000000000000114e+02;8.600000000000000000e+01
2.094000000000000057e+02;2.903400000000000000e+04
2.095000000000000000e+02;-1.309200000000000000e+04
2.096000000000000227e+02;-2.737000000000000000e+03
2.097000000000000171e+02;2.164600000000000000e+04
2.098000000000000114e+02;-2.267600000000000000e+04
2.099000000000000057e+02;-1.374000000000000000e+04
2.100000000000000000e+02;2.120300000000000000e+04
2.101000000000000227e+02;-1.345500000000000000e+04
2.102000000000000171e+02;-4.540000000000000000e+03
2.103000000000000114e+02;3.047100000000000000e+04
2.104000000000000057e+02;-9.740000000000000000e+03
2.105000000000000000e+02;-1.336500000000000000e+04
2.106000000000000227e+02;1.877800000000000000e+04
2.107000000000000171e+02;-1.739700000000000000e+04
2.108000000000000114e+02;-1.793200000000000000e+04
2.109000000000000057e+02;2.433100000000000000e+04
2.110000000000000000e+02;-3.733000000000000000e+03
2.111000000000000227e+02;-9.363000000000000000e+03
2.112000000000000171e+02;2.730400000000000000e+04
2.113000000000000114e+02;-6.559000000000000000e+03
2.114000000000000057e+02;-2.173000000000000000e+04
2.115000000000000000e+02;1.584900000000000000e+04
2.116000000000000227e+02;-8.708000000000000000e+03
2.117000000000000171e+02;-1.862900000000000000e+04
2.118000000000000114e+02;2.530600000000000000e+04
2.119000000000000057e+02;4.669000000000000000e+03
2.120000000000000000e+02;-1.431300000000000000e+04
2.121000000000000227e+02;2.070800000000000000e+04
2.122000000000000171e+02;-3.225000000000000000e+03
2.123000000000000114e+02;-2.625100000000000000e+04
2.124000000000000057e+02;1.318700000000000000e+04
2.125000000000000000e+02;1.410000000000000000e+03
2.126000000000000227e+02;-1.729400000000000000e+04
2.127000000000000171e+02;2.309000000000000000e+04
2.128000000000000114e+02;1.027100000000000000e+04
2.129000000000000057e+02;-1.895400000000000000e+04
2.130000000000000000e+02;1.235000000000000000e+04
2.131000000000000227e+02;8.730000000000000000e+02
2.132000000000000171e+02;-2.660700000000000000e+04
2.133000000000000114e+02;1.124200000000000000e+04
2.134000000000000057e+02;1.096900000000000000e+04
2.135000000000000000e+02;-1.531600000000000000e+04
2.136000000000000227e+02;1.709100000000000000e+04
2.137000000000000171e+02;1.288900000000000000e+04
2.138000000000000114e+02;-2.258600000000000000e+04
2.139000000000000057e+02;3.907000000000000000e+03
2.140000000000000000e+02;5.929000000000000000e+03
2.141000000000000227e+02;-2.335500000000000000e+04
2.142000000000000171e+02;8.629000000000000000e+03
2.143000000000000114e+02;1.830700000000000000e+04
2.144000000000000057e+02;-1.371900000000000000e+04
2.145000000000000000e+02;8.209000000000000000e+03
2.146000000000000227e+02;1.339900000000000000e+04
2.147000000000000171e+02;-2.349400000000000000e+04
2.148000000000000114e+02;-3.098000000000000000e+03
2.149000000000000057e+02;1.170200000000000000e+04
2.150000000000000000e+02;-1.710000000000000000e+04
2.151000000000000227e+02;5.219000000000000000e+03
2.152000000000000171e+02;2.237200000000000000e+04
2.153000000000000114e+02;-1.228100000000000000e+04
2.154000000000000057e+02;-1.378000000000000000e+03
2.155000000000000000e+02;1.289200000000000000e+04
2.156000000000000227e+02;-2.062900000000000000e+04
2.157000000000000171e+02;-7.525000000000000000e+03
2.158000000000000114e+02;1.707100000000000000e+04
2.159000000000000057e+02;-9.298000000000000000e+03
2.160000000000000000e+02;1.014000000000000000e+03
2.161000000000000227e+02;2.200000000000000000e+04
2.162000000000000171e+02;-1.067500000000000000e+04
2.163000000000000114e+02;-9.748000000000000000e+03
2.164000000000000057e+02;1.187200000000000000e+04
2.165000000000000000e+02;-1.436300000000000000e+04
2.166000000000000227e+02;-8.792000000000000000e+03
2.167000000000000171e+02;2.025100000000000000e+04
2.168000000000000114e+02;-2.531000000000000000e+03
2.169000000000000057e+02;-4.223000000000000000e+03
2.170000000000000000e+02;1.818200000000000000e+04
2.171000000000000227e+02;-8.928000000000000000e+03
2.172000000000000171e+02;-1.522100000000000000e+04
2.173000000000000114e+02;1.106100000000000000e+04
2.174000000000000057e+02;-6.357000000000000000e+03
2.175000000000000000e+02;-8.832000000000000000e+03
2.176000000000000227e+02;1.986800000000000000e+04
2.177000000000000171e+02;1.811000000000000000e+03
2.178000000000000114e+02;-9.632000000000000000e+03
2.179000000000000057e+02;1.208500000000000000e+04
2.180000000000000000e+02;-6.256000000000000000e+03
2.181000000000000227e+02;-1.710300000000000000e+04
2.182000000000000171e+02;1.035500000000000000e+04
2.183000000000000114e+02;1.177000000000000000e+03
2.184000000000000057e+02;-8.318000000000000000e+03
2.185000000000000000e+02;1.637000000000000000e+04
2.186000000000000227e+02;3.693000000000000000e+03
2.187000000000000171e+02;-1.380300000000000000e+04
2.188000000000000114e+02;6.527000000000000000e+03
2.189000000000000057e+02;-2.237000000000000000e+03
2.190000000000000000e+02;-1.564900000000000000e+04
2.191000000000000227e+02;9.743000000000000000e+03
2.192000000000000171e+02;7.429000000000000000e+03
2.193000000000000114e+02;-8.155000000000000000e+03
2.194000000000000057e+02;1.068000000000000000e+04
2.195000000000000000e+02;4.587000000000000000e+03
2.196000000000000227e+02;-1.577600000000000000e+04
2.197000000000000171e+02;2.123000000000000000e+03
2.198000000000000114e+02;2.973000000000000000e+03
2.199000000000000057e+02;-1.179200000000000000e+04
2.200000000000000000e+02;8.317000000000000000e+03
2.201000000000000227e+02;1.122400000000000000e+04
2.202000000000000171e+02;-8.120000000000000000e+03
2.203000000000000114e+02;4.180000000000000000e+03
2.204000000000000057e+02;4.791000000000000000e+03
2.205000000000000000e+02;-1.465800000000000000e+04
2.206000000000000227e+02;-5.160000000000000000e+02
2.207000000000000171e+02;7.644000000000000000e+03
2.208000000000000114e+02;-7.283000000000000000e+03
2.209000000000000057e+02;5.280000000000000000e+03
2.210000000000000000e+02;1.184700000000000000e+04
2.211000000000000227e+02;-8.231000000000000000e+03
2.212000000000000171e+02;-1.905000000000000000e+03
2.213000000000000114e+02;5.069000000000000000e+03
2.214000000000000057e+02;-1.127200000000000000e+04
2.215000000000000000e+02;-1.878000000000000000e+03
2.216000000000000227e+02;1.058600000000000000e+04
2.217000000000000171e+02;-3.777000000000000000e+03
2.218000000000000114e+02;1.175000000000000000e+03
2.219000000000000057e+02;9.749000000000000000e+03
2.220000000000000000e+02;-7.529000000000000000e+03
2.221000000000000227e+02;-6.057000000000000000e+03
2.222000000000000171e+02;5.334000000000000000e+03
2.223000000000000114e+02;-6.436000000000000000e+03
2.224000000000000057e+02;-2.438000000000000000e+03
2.225000000000000000e+02;1.099800000000000000e+04
2.226000000000000227e+02;-1.085000000000000000e+03
2.227000000000000171e+02;-2.826000000000000000e+03
2.228000000000000114e+02;6.687000000000000000e+03
2.229000000000000057e+02;-5.738000000000000000e+03
2.230000000000000000e+02;-7.599000000000000000e+03
2.231000000000000227e+02;5.522000000000000000e+03
2.232000000000000171e+02;-1.514000000000000000e+03
2.233000000000000114e+02;-2.489000000000000000e+03
2.234000000000000057e+02;9.099000000000000000e+03
2.235000000000000000e+02;2.470000000000000000e+02
2.236000000000000227e+02;-5.464000000000000000e+03
2.237000000000000171e+02;3.605000000000000000e+03
2.238000000000000114e+02;-3.071000000000000000e+03
2.239000000000000057e+02;-6.674000000000000000e+03
2.240000000000000000e+02;5.458000000000000000e+03
2.241000000000000227e+02;2.106000000000000000e+03
2.242000000000000171e+02;-2.623000000000000000e+03
2.243000000000000114e+02;6.151000000000000000e+03
2.244000000000000057e+02;7.970000000000000000e+02
2.245000000000000000e+02;-6.503000000000000000e+03
2.246000000000000227e+02;1.558000000000000000e+03
2.247000000000000171e+02;-8.100000000000000000e+01
2.248000000000000114e+02;-4.777000000000000000e+03
2.249000000000000057e+02;4.562000000000000000e+03
2.250000000000000000e+02;4.126000000000000000e+03
2.251000000000000227e+02;-2.927000000000000000e+03
2.252000000000000171e+02;2.565000000000000000e+03
2.253000000000000114e+02;1.095000000000000000e+03
2.254000000000000057e+02;-6.140000000000000000e+03
2.255000000000000000e+02;3.400000000000000000e+01
2.256000000000000227e+02;2.156000000000000000e+03
2.257000000000000171e+02;-2.801000000000000000e+03
2.258000000000000114e+02;2.617000000000000000e+03
2.259000000000000057e+02;4.237000000000000000e+03
2.260000000000000000e+02;-3.119000000000000000e+03
2.261000000000000227e+02;-4.900000000000000000e+02
2.262000000000000171e+02;1.183000000000000000e+03
2.263000000000000114e+02;-4.401000000000000000e+03
2.264000000000000057e+02;-6.240000000000000000e+02
2.265000000000000000e+02;3.464000000000000000e+03
2.266000000000000227e+02;-1.041000000000000000e+03
2.267000000000000171e+02;5.940000000000000000e+02
2.268000000000000114e+02;3.130000000000000000e+03
2.269000000000000057e+02;-2.616000000000000000e+03
2.270000000000000000e+02;-2.289000000000000000e+03
2.271000000000000227e+02;1.476000000000000000e+03
2.272000000000000171e+02;-2.063000000000000000e+03
2.273000000000000114e+02;-1.057000000000000000e+03
2.274000000000000057e+02;3.627000000000000000e+03
2.275000000000000000e+02;6.800000000000000000e+01
2.276000000000000227e+02;-1.079000000000000000e+03
2.277000000000000171e+02;1.930000000000000000e+03
2.278000000000000114e+02;-1.263000000000000000e+03
2.279000000000000057e+02;-2.658000000000000000e+03
2.280000000000000000e+02;1.555000000000000000e+03
2.281000000000000227e+02;1.980000000000000000e+02
2.282000000000000171e+02;-1.016000000000000000e+03
2.283000000000000114e+02;2.498000000000000000e+03
2.284000000000000057e+02;8.850000000000000000e+02
2.285000000000000000e+02;-1.869000000000000000e+03
2.286000000000000227e+02;7.330000000000000000e+02
2.287000000000000171e+02;4.000000000000000000e+01
2.288000000000000114e+02;-2.208000000000000000e+03
2.289000000000000057e+02;1.031000000000000000e+03
2.290000000000000000e+02;1.621000000000000000e+03
2.291000000000000227e+02;-9.320000000000000000e+02
2.292000000000000171e+02;8.600000000000000000e+02
2.293000000000000114e+02;1.267000000000000000e+03
2.294000000000000057e+02;-1.953000000000000000e+03
2.295000000000000000e+02;-4.820000000000000000e+02
2.296000000000000227e+02;1.121000000000000000e+03
2.297000000000000171e+02;-1.501000000000000000e+03
2.298000000000000114e+02;3.100000000000000000e+01
2.299000000000000057e+02;1.953000000000000000e+03
2.300000000000000000e+02;-7.750000000000000000e+02
2.301000000000000227e+02;-6.590000000000000000e+02
2.302000000000000171e+02;1.263000000000000000e+03
2.303000000000000114e+02;-1.338000000000000000e+03
2.304000000000000057e+02;-1.285000000000000000e+03
2.305000000000000000e+02;1.579000000000000000e+03
2.306000000000000227e+02;-4.810000000000000000e+02
2.307000000000000171e+02;-9.270000000000000000e+02
2.308000000000000114e+02;1.859000000000000000e+03
2.309000000000000057e+02;-2.930000000000000000e+02
2.310000000000000000e+02;-1.668000000000000000e+03
2.311000000000000227e+02;1.285000000000000000e+03
2.312000000000000171e+02;-2.500000000000000000e+02
2.313000000000000114e+02;-1.695000000000000000e+03
2.314000000000000057e+02;1.639000000000000000e+03
2.315000000000000000e+02;4.720000000000000000e+02
2.316000000000000227e+02;-1.591000000000000000e+03
2.317000000000000171e+02;1.506000000000000000e+03
2.318000000000000114e+02;6.840000000000000000e+02
2.319000000000000057e+02;-2.064000000000000000e+03
2.320000000000000000e+02;1.049000000000000000e+03
2.321000000000000227e+02;8.390000000000000000e+02
2.322000000000000171e+02;-1.912000000000000000e+03
2.323000000000000114e+02;1.140000000000000000e+03
2.324000000000000057e+02;1.155000000000000000e+03
2.325000000000000000e+02;-1.972000000000000000e+03
2.326000000000000227e+02;8.130000000000000000e+02
2.327000000000000171e+02;1.404000000000000000e+03
2.328000000000000114e+02;-2.020000000000000000e+03
2.329000000000000057e+02;4.960000000000000000e+02
2.330000000000000000e+02;1.657000000000000000e+03
2.331000000000000227e+02;-1.965000000000000000e+03
2.332000000000000171e+02;2.790000000000000000e+02
2.333000000000000114e+02;1.919000000000000000e+03
2.334000000000000057e+02;-1.746000000000000000e+03
2.335000000000000000e+02;1.800000000000000000e+01
2.336000000000000227e+02;1.984000000000000000e+03
2.337000000000000171e+02;-1.917000000000000000e+03
2.338000000000000114e+02;-2.100000000000000000e+02
2.339000000000000057e+02;1.916000000000000000e+03
2.340000000000000000e+02;-1.736000000000000000e+03
2.341000000000000227e+02;-5.780000000000000000e+02
2.342000000000000171e+02;1.998000000000000000e+03
2.343000000000000114e+02;-1.530000000000000000e+03
2.344000000000000057e+02;-7.650000000000000000e+02
2.345000000000000000e+02;2.043000000000000000e+03
2.346000000000000227e+02;-1.406000000000000000e+03
2.347000000000000171e+02;-9.910000000000000000e+02
2.348000000000000114e+02;2.098000000000000000e+03
2.349000000000000057e+02;-1.114000000000000000e+03
2.350000000000000000e+02;-1.208000000000000000e+03
2.351000000000000227e+02;2.158000000000000000e+03
2.352000000000000171e+02;-9.680000000000000000e+02
2.353000000000000114e+02;-1.209000000000000000e+03
2.354000000000000057e+02;2.051000000000000000e+03
2.355000000000000000e+02;-7.500000000000000000e+02
2.356000000000000227e+02;-1.557000000000000000e+03
2.357000000000000171e+02;1.987000000000000000e+03
2.358000000000000114e+02;-5.090000000000000000e+02
2.359000000000000057e+02;-1.420000000000000000e+03
2.360000000000000000e+02;2.069000000000000000e+03
2.361000000000000227e+02;-2.480000000000000000e+02
2.362000000000000171e+02;-1.593000000000000000e+03
2.363000000000000114e+02;1.877000000000000000e+03
2.364000000000000057e+02;-1.770000000000000000e+02
2.365000000000000000e+02;-1.703000000000000000e+03
2.366000000000000227e+02;1.896000000000000000e+03
2.367000000000000171e+02;1.330000000000000000e+02
2.368000000000000114e+02;-1.525000000000000000e+03
2.369000000000000057e+02;1.839000000000000000e+03
2.370000000000000000e+02;2.720000000000000000e+02
2.371000000000000227e+02;-1.839000000000000000e+03
2.372000000000000171e+02;1.445000000000000000e+03
2.373000000000000114e+02;2.090000000000000000e+02
2.374000000000000057e+02;-1.864000000000000000e+03
2.375000000000000000e+02;1.505000000000000000e+03
2.376000000000000227e+02;5.110000000000000000e+02
2.377000000000000171e+02;-1.733000000000000000e+03
2.378000000000000114e+02;1.450000000000000000e+03
2.379000000000000057e+02;4.010000000000000000e+02
2.380000000000000000e+02;-2.069000000000000000e+03
2.381000000000000227e+02;1.072000000000000000e+03
2.382000000000000171e+02;4.820000000000000000e+02
2.383000000000000114e+02;-1.766000000000000000e+03
2.384000000000000057e+02;1.240000000000000000e+03
2.385000000000000000e+02;8.150000000000000000e+02
2.386000000000000227e+02;-1.663000000000000000e+03
2.387000000000000171e+02;1.070000000000000000e+03
2.388000000000000114e+02;2.890000000000000000e+02
2.389000000000000057e+02;-2.141000000000000000e+03
2.390000000000000000e+02;8.900000000000000000e+02
2.391000000000000227e+02;7.900000000000000000e+02
2.392000000000000171e+02;-1.611000000000000000e+03
2.393000000000000114e+02;1.314000000000000000e+03
2.394000000000000057e+02;1.086000000000000000e+03
2.395000000000000000e+02;-1.938000000000000000e+03
2.396000000000000227e+02;6.800000000000000000e+02
2.397000000000000171e+02;5.790000000000000000e+02
2.398000000000000114e+02;-2.008000000000000000e+03
2.399000000000000057e+02;1.021000000000000000e+03
2.400000000000000000e+02;1.395000000000000000e+03
2.401000000000000227e+02;-1.372000000000000000e+03
2.402000000000000171e+02;1.220000000000000000e+03
2.403000000000000114e+02;9.730000000000000000e+02
2.404000000000000057e+02;-2.073000000000000000e+03
2.405000000000000000e+02;3.390000000000000000e+02
2.406000000000000227e+02;6.630000000000000000e+02
2.407000000000000171e+02;-1.805000000000000000e+03
2.408000000000000114e+02;1.233000000000000000e+03
2.409000000000000057e+02;1.697000000000000000e+03
2.410000000000000000e+02;-1.433000000000000000e+03
2.411000000000000227e+02;7.750000000000000000e+02
2.412000000000000171e+02;7.930000000000000000e+02
2.413000000000000114e+02;-2.632000000000000000e+03
2.414000000000000057e+02;4.400000000000000000e+01
2.415000000000000000e+02;1.293000000000000000e+03
2.416000000000000227e+02;-1.589000000000000000e+03
2.417000000000000171e+02;1.324000000000000000e+03
2.418000000000000114e+02;2.020000000000000000e+03
2.419000000000000057e+02;-2.053000000000000000e+03
2.420000000000000000e+02;1.840000000000000000e+02
2.421000000000000227e+02;5.290000000000000000e+02
2.422000000000000171e+02;-2.879000000000000000e+03
2.423000000000000114e+02;2.460000000000000000e+02
2.424000000000000057e+02;2.252000000000000000e+03
2.425000000000000000e+02;-1.273000000000000000e+03
2.426000000000000227e+02;1.250000000000000000e+03
2.427000000000000171e+02;2.098000000000000000e+03
2.428000000000000114e+02;-2.986000000000000000e+03
2.429000000000000057e+02;-9.040000000000000000e+02
2.430000000000000000e+02;1.065000000000000000e+03
2.431000000000000227e+02;-2.774000000000000000e+03
2.432000000000000171e+02;7.710000000000000000e+02
2.433000000000000114e+02;3.676000000000000000e+03
2.434000000000000057e+02;-1.305000000000000000e+03
2.435000000000000000e+02;5.380000000000000000e+02
2.436000000000000227e+02;1.857000000000000000e+03
2.437000000000000171e+02;-3.838000000000000000e+03
2.438000000000000114e+02;-1.572000000000000000e+03
2.439000000000000057e+02;2.301000000000000000e+03
2.440000000000000000e+02;-1.767000000000000000e+03
2.441000000000000227e+02;1.112000000000000000e+03
2.442000000000000171e+02;4.768000000000000000e+03
2.443000000000000114e+02;-1.771000000000000000e+03
2.444000000000000057e+02;-1.290000000000000000e+03
2.445000000000000000e+02;1.587000000000000000e+03
2.446000000000000227e+02;-4.262000000000000000e+03
2.447000000000000171e+02;-1.878000000000000000e+03
2.448000000000000114e+02;4.228000000000000000e+03
2.449000000000000057e+02;-5.440000000000000000e+02
2.450000000000000000e+02;7.380000000000000000e+02
2.451000000000000227e+02;4.875000000000000000e+03
2.452000000000000171e+02;-2.815000000000000000e+03
2.453000000000000114e+02;-3.769000000000000000e+03
2.454000000000000057e+02;1.647000000000000000e+03
2.455000000000000000e+02;-3.274000000000000000e+03
2.456000000000000227e+02;-1.723000000000000000e+03
2.457000000000000171e+02;6.097000000000000000e+03
2.458000000000000114e+02;9.360000000000000000e+02
2.459000000000000057e+02;-9.580000000000000000e+02
2.460000000000000000e+02;3.832000000000000000e+03
2.461000000000000227e+02;-3.727000000000000000e+03
2.462000000000000171e+02;-5.956000000000000000e+03
2.463000000000000114e+02;2.406000000000000000e+03
2.464000000000000057e+02;-9.770000000000000000e+02
2.465000000000000000e+02;-1.186000000000000000e+03
2.466000000000000227e+02;7.388000000000000000e+03
2.467000000000000171e+02;1.385000000000000000e+03
2.468000000000000114e+02;-3.944000000000000000e+03
2.469000000000000057e+02;1.963000000000000000e+03
2.470000000000000000e+02;-3.718000000000000000e+03
2.471000000000000227e+02;-6.710000000000000000e+03
2.472000000000000171e+02;4.270000000000000000e+03
2.473000000000000114e+02;2.656000000000000000e+03
2.474000000000000057e+02;-9.180000000000000000e+02
2.475000000000000000e+02;6.954000000000000000e+03
2.476000000000000227e+02;1.029000000000000000e+03
2.477000000000000171e+02;-7.418000000000000000e+03
2.478000000000000114e+02;1.390000000000000000e+02
2.479000000000000057e+02;-1.852000000000000000e+03
2.480000000000000000e+02;-5.823000000000000000e+03
2.481000000000000227e+02;6.316000000000000000e+03
2.482000000000000171e+02;6.055000000000000000e+03
2.483000000000000114e+02;-2.188000000000000000e+03
2.484000000000000057e+02;4.235000000000000000e+03
2.485000000000000000e+02;1.440000000000000000e+02
2.486000000000000227e+02;-1.031200000000000000e+04
2.487000000000000171e+02;-7.080000000000000000e+02
2.488000000000000114e+02;2.132000000000000000e+03
2.489000000000000057e+02;-3.667000000000000000e+03
2.490000000000000000e+02;7.349000000000000000e+03
2.491000000000000227e+02;7.952000000000000000e+03
2.492000000000000171e+02;-4.996000000000000000e+03
2.493000000000000114e+02;-2.890000000000000000e+02
2.494000000000000057e+02;-4.570000000000000000e+02
2.495000000000000000e+02;-1.102000000000000000e+04
2.496000000000000227e+02;-1.670000000000000000e+02
2.497000000000000171e+02;7.295000000000000000e+03
2.498000000000000114e+02;-1.370000000000000000e+03
2.499000000000000057e+02;5.865000000000000000e+03
2.500000000000000000e+02;7.590000000000000000e+03
2.501000000000000227e+02;-8.481000000000000000e+03
2.502000000000000171e+02;-5.100000000000000000e+03
2.503000000000000114e+02;7.910000000000000000e+02
2.504000000000000057e+02;-8.520000000000000000e+03
2.505000000000000000e+02;1.422000000000000000e+03
2.506000000000000227e+02;1.211100000000000000e+04
2.507000000000000171e+02;8.900000000000000000e+01
2.508000000000000114e+02;1.468000000000000000e+03
2.509000000000000057e+02;5.194000000000000000e+03
2.510000000000000000e+02;-1.093700000000000000e+04
2.511000000000000227e+02;-8.470000000000000000e+03
2.512000000000000171e+02;4.257000000000000000e+03
2.513000000000000114e+02;-3.216000000000000000e+03
2.514000000000000057e+02;2.691000000000000000e+03
2.515000000000000000e+02;1.451400000000000000e+04
2.516000000000000227e+02;-5.660000000000000000e+02
2.517000000000000171e+02;-5.178000000000000000e+03
2.518000000000000114e+02;2.284000000000000000e+03
2.519000000000000057e+02;-1.077000000000000000e+04
2.520000000000000000e+02;-8.808000000000000000e+03
2.521000000000000227e+02;9.078000000000000000e+03
2.522000000000000171e+02;2.758000000000000000e+03
2.523000000000000114e+02;1.962000000000000000e+03
2.524000000000000057e+02;1.279300000000000000e+04
2.525000000000000000e+02;-2.871000000000000000e+03
2.526000000000000227e+02;-1.177600000000000000e+04
2.527000000000000171e+02;4.060000000000000000e+02
2.528000000000000114e+02;-6.520000000000000000e+03
2.529000000000000057e+02;-6.438000000000000000e+03
2.530000000000000000e+02;1.361000000000000000e+04
2.531000000000000227e+02;7.432000000000000000e+03
2.532000000000000171e+02;-1.763000000000000000e+03
2.533000000000000114e+02;7.598000000000000000e+03
2.534000000000000057e+02;-5.233000000000000000e+03
2.535000000000000000e+02;-1.622300000000000000e+04
2.536000000000000227e+02;1.009000000000000000e+03
2.537000000000000171e+02;7.510000000000000000e+02
2.538000000000000114e+02;-3.247000000000000000e+03
2.539000000000000057e+02;1.514700000000000000e+04
2.540000000000000000e+02;8.924000000000000000e+03
2.541000000000000227e+02;-8.165000000000000000e+03
2.542000000000000171e+02;8.060000000000000000e+02
2.543000000000000114e+02;-5.247000000000000000e+03
2.544000000000000057e+02;-1.631700000000000000e+04
2.545000000000000000e+02;3.983000000000000000e+03
2.546000000000000227e+02;9.338000000000000000e+03
2.547000000000000171e+02;-9.030000000000000000e+02
2.548000000000000114e+02;1.211300000000000000e+04
2.549000000000000057e+02;7.207000000000000000e+03
2.550000000000000000e+02;-1.447400000000000000e+04
2.551000000000000227e+02;-5.088000000000000000e+03
2.552000000000000171e+02;-1.738000000000000000e+03
2.553000000000000114e+02;-1.210700000000000000e+04
2.554000000000000057e+02;7.400000000000000000e+03
2.555000000000000000e+02;1.612500000000000000e+04
2.556000000000000227e+02;-1.286000000000000000e+03
2.557000000000000171e+02;4.876000000000000000e+03
2.558000000000000114e+02;3.638000000000000000e+03
2.559000000000000057e+02;-1.862700000000000000e+04
2.560000000000000000e+02;-7.746000000000000000e+03
2.561000000000000227e+02;5.337000000000000000e+03
2.561999999999999886e+02;-5.130000000000000000e+03
2.563000000000000114e+02;8.991000000000000000e+03
2.564000000000000341e+02;1.859300000000000000e+04
2.565000000000000000e+02;-4.737000000000000000e+03
2.566000000000000227e+02;-4.903000000000000000e+03
2.566999999999999886e+02;8.610000000000000000e+02
2.568000000000000114e+02;-1.757600000000000000e+04
2.569000000000000341e+02;-6.854000000000000000e+03
2.570000000000000000e+02;1.359900000000000000e+04
2.571000000000000227e+02;1.736000000000000000e+03
2.571999999999999886e+02;6.289000000000000000e+03
2.573000000000000114e+02;1.563000000000000000e+04
2.574000000000000341e+02;-9.291000000000000000e+03
2.575000000000000000e+02;-1.362600000000000000e+04
2.576000000000000227e+02;8.620000000000000000e+02
2.576999999999999886e+02;-1.115300000000000000e+04
2.578000000000000114e+02;-3.472000000000000000e+03
2.579000000000000341e+02;1.970600000000000000e+04
2.580000000000000000e+02;5.469000000000000000e+03
2.581000000000000227e+02;-8.030000000000000000e+02
2.581999999999999886e+02;9.132000000000000000e+03
2.583000000000000114e+02;-1.208700000000000000e+04
2.584000000000000341e+02;-1.790400000000000000e+04
2.585000000000000000e+02;4.464000000000000000e+03
2.586000000000000227e+02;-1.171000000000000000e+03
2.586999999999999886e+02;-3.110000000000000000e+02
2.588000000000000114e+02;2.087000000000000000e+04
2.589000000000000341e+02;5.461000000000000000e+03
2.590000000000000000e+02;-1.006800000000000000e+04
2.591000000000000227e+02;2.202000000000000000e+03
2.591999999999999886e+02;-1.066800000000000000e+04
2.593000000000000114e+02;-1.715300000000000000e+04
2.594000000000000341e+02;9.534000000000000000e+03
2.595000000000000000e+02;8.679000000000000000e+03
2.596000000000000227e+02;-3.000000000000000000e+01
2.596999999999999886e+02;1.643300000000000000e+04
2.598000000000000114e+02;2.685000000000000000e+03
2.599000000000000341e+02;-1.825500000000000000e+04
2.600000000000000000e+02;-2.508000000000000000e+03
2.601000000000000227e+02;-4.189000000000000000e+03
2.601999999999999886e+02;-1.223200000000000000e+04
2.603000000000000114e+02;1.399800000000000000e+04
2.604000000000000341e+02;1.533400000000000000e+04
2.605000000000000000e+02;-3.253000000000000000e+03
2.606000000000000227e+02;7.587000000000000000e+03
2.606999999999999886e+02;-5.180000000000000000e+02
2.608000000000000114e+02;-2.228800000000000000e+04
2.609000000000000341e+02;-3.413000000000000000e+03
2.610000000000000000e+02;5.160000000000000000e+03
2.611000000000000227e+02;-5.638000000000000000e+03
2.611999999999999886e+02;1.457500000000000000e+04
2.613000000000000114e+02;1.700400000000000000e+04
2.614000000000000341e+02;-9.204000000000000000e+03
2.615000000000000000e+02;-2.857000000000000000e+03
2.616000000000000227e+02;-1.458000000000000000e+03
2.616999999999999886e+02;-2.011900000000000000e+04
2.618000000000000114e+02;-1.173000000000000000e+03
2.619000000000000341e+02;1.477000000000000000e+04
2.620000000000000000e+02;-6.330000000000000000e+02
2.621000000000000227e+02;9.561000000000000000e+03
2.621999999999999886e+02;1.360000000000000000e+04
2.623000000000000114e+02;-1.480700000000000000e+04
2.624000000000000341e+02;-1.073600000000000000e+04
2.625000000000000000e+02;1.443000000000000000e+03
2.626000000000000227e+02;-1.288600000000000000e+04
2.626999999999999886e+02;2.045000000000000000e+03
2.628000000000000114e+02;2.083300000000000000e+04
2.629000000000000341e+02;8.660000000000000000e+02
2.630000000000000000e+02;7.420000000000000000e+02
2.631000000000000227e+02;8.118000000000000000e+03
2.631999999999999886e+02;-1.659400000000000000e+04
2.633000000000000114e+02;-1.387200000000000000e+04
2.634000000000000341e+02;7.329000000000000000e+03
2.635000000000000000e+02;-3.542000000000000000e+03
2.636000000000000227e+02;3.045000000000000000e+03
2.636999999999999886e+02;2.114900000000000000e+04
2.638000000000000114e+02;-6.120000000000000000e+02
2.639000000000000341e+02;-9.142000000000000000e+03
2.640000000000000000e+02;3.411000000000000000e+03
2.641000000000000227e+02;-1.345100000000000000e+04
2.641999999999999886e+02;-1.253000000000000000e+04
2.643000000000000114e+02;1.334800000000000000e+04
2.644000000000000341e+02;4.840000000000000000e+03
2.645000000000000000e+02;9.010000000000000000e+02
2.646000000000000227e+02;1.624500000000000000e+04
2.646999999999999886e+02;-3.413000000000000000e+03
2.648000000000000114e+02;-1.646900000000000000e+04
2.649000000000000341e+02;1.329000000000000000e+03
2.650000000000000000e+02;-6.274000000000000000e+03
2.651000000000000227e+02;-8.617000000000000000e+03
